age,weight_kg,height_cm,bmi,gender,goal,experience,workout_type,duration_min,calories_burned,weekly_frequency
36,114.5,195.8,29.87,male,muscle_gain,advanced,Strength Training,63,583.1,6
21,90.2,168.0,31.96,female,endurance,advanced,Running + Cycling,67,789.4,6
21,119.8,165.3,43.84,male,flexibility,intermediate,Yoga + Stretching,47,294.2,5
63,93.9,159.8,36.77,male,general_fitness,advanced,Mixed Training,64,460.0,5
19,47.5,183.9,14.05,female,muscle_gain,intermediate,Strength Training,56,233.9,4
45,102.4,166.2,37.07,male,endurance,advanced,Running + Cycling,61,722.2,5
26,48.8,199.4,12.27,male,muscle_gain,advanced,Strength Training,71,294.5,6
45,83.3,166.3,30.12,female,muscle_gain,advanced,Strength Training,72,462.3,6
46,124.0,169.7,43.06,male,weight_loss,beginner,Cardio + HIIT,26,296.6,3
39,59.0,180.2,18.17,female,endurance,beginner,Running + Cycling,27,190.2,4
24,78.1,190.1,21.61,male,muscle_gain,beginner,Strength Training,43,288.3,4
18,107.0,173.5,35.55,female,weight_loss,beginner,Cardio + HIIT,25,283.6,4
46,120.0,171.1,40.99,male,endurance,beginner,Running + Cycling,45,621.0,4
55,102.0,199.8,25.55,female,endurance,beginner,Running + Cycling,45,502.0,4
52,66.9,150.5,29.54,male,muscle_gain,beginner,Strength Training,34,168.7,4
51,102.3,194.8,26.96,male,weight_loss,intermediate,Cardio + HIIT,60,549.4,4
39,70.2,157.5,28.3,female,muscle_gain,intermediate,Strength Training,53,296.1,4
46,106.1,189.3,29.61,female,muscle_gain,beginner,Strength Training,37,301.0,3
21,126.1,180.9,38.53,male,endurance,intermediate,Running + Cycling,48,790.6,4
17,106.3,167.1,38.07,female,muscle_gain,intermediate,Strength Training,45,424.5,5
35,118.3,193.7,31.53,male,endurance,intermediate,Running + Cycling,45,648.8,4
43,45.2,150.6,19.93,female,general_fitness,advanced,Mixed Training,73,282.8,5
26,106.0,161.3,40.74,male,weight_loss,beginner,Cardio + HIIT,45,486.5,3
19,115.5,178.3,36.33,female,general_fitness,beginner,Mixed Training,34,379.8,3
30,48.4,167.6,17.23,male,muscle_gain,intermediate,Strength Training,42,169.4,5
21,119.1,180.5,36.56,male,weight_loss,beginner,Cardio + HIIT,42,522.7,4
64,66.8,151.2,29.22,male,muscle_gain,intermediate,Strength Training,60,277.2,4
45,101.5,155.8,41.81,male,weight_loss,beginner,Cardio + HIIT,43,403.7,3
53,113.0,156.4,46.2,female,weight_loss,beginner,Cardio + HIIT,29,290.0,4
17,101.3,159.5,39.82,female,muscle_gain,beginner,Strength Training,35,314.7,4
30,52.8,173.0,17.64,female,flexibility,beginner,Yoga + Stretching,34,89.8,3
26,95.7,187.6,27.19,male,general_fitness,intermediate,Mixed Training,56,501.1,5
23,91.7,195.3,24.04,male,endurance,intermediate,Running + Cycling,43,510.1,5
41,121.5,191.8,33.03,female,weight_loss,beginner,Cardio + HIIT,45,516.7,3
60,79.4,159.8,31.09,female,endurance,beginner,Running + Cycling,42,354.3,4
59,72.3,172.1,24.41,male,endurance,beginner,Running + Cycling,42,324.5,3
20,108.7,160.0,42.46,female,flexibility,beginner,Yoga + Stretching,25,142.7,3
21,80.1,163.2,30.07,female,flexibility,advanced,Yoga + Stretching,68,284.6,6
41,99.9,175.2,32.55,female,general_fitness,beginner,Mixed Training,32,276.9,4
19,99.9,153.4,42.45,male,muscle_gain,intermediate,Strength Training,41,360.1,5
34,120.5,160.9,46.55,male,endurance,advanced,Running + Cycling,73,800.0,6
35,95.9,196.8,24.76,male,weight_loss,beginner,Cardio + HIIT,39,364.7,4
48,87.7,173.3,29.2,male,general_fitness,intermediate,Mixed Training,41,299.9,5
35,56.8,172.3,19.13,male,weight_loss,advanced,Cardio + HIIT,58,321.2,5
64,54.8,150.7,24.13,male,weight_loss,advanced,Cardio + HIIT,55,250.2,6
27,58.1,162.4,22.03,female,weight_loss,intermediate,Cardio + HIIT,58,342.0,4
62,59.6,193.3,15.95,male,flexibility,advanced,Yoga + Stretching,75,187.7,6
16,99.2,158.2,39.64,male,muscle_gain,advanced,Strength Training,64,566.1,6
41,108.0,170.8,37.02,female,muscle_gain,beginner,Strength Training,25,212.6,4
29,90.0,150.7,39.63,female,general_fitness,advanced,Mixed Training,74,613.6,6
53,115.5,173.9,38.19,female,general_fitness,intermediate,Mixed Training,54,506.0,5
52,129.3,151.1,56.63,male,muscle_gain,intermediate,Strength Training,43,412.4,4
26,114.7,191.0,31.44,female,weight_loss,advanced,Cardio + HIIT,61,713.7,5
51,104.1,191.2,28.48,female,flexibility,advanced,Yoga + Stretching,61,284.2,5
28,90.3,189.4,25.17,male,general_fitness,beginner,Mixed Training,42,351.1,4
58,83.2,164.2,30.86,female,muscle_gain,beginner,Strength Training,37,220.6,4
18,52.2,191.9,14.17,male,endurance,intermediate,Running + Cycling,49,338.9,5
48,78.9,177.1,25.16,male,weight_loss,intermediate,Cardio + HIIT,47,337.5,4
21,122.4,168.7,43.01,male,flexibility,intermediate,Yoga + Stretching,49,313.4,4
25,113.7,181.3,34.59,male,endurance,advanced,Running + Cycling,68,800.0,6
20,63.4,150.6,27.95,male,muscle_gain,advanced,Strength Training,68,377.2,5
38,84.7,157.1,34.32,female,weight_loss,intermediate,Cardio + HIIT,59,479.7,5
25,114.4,187.1,32.68,male,general_fitness,beginner,Mixed Training,35,376.2,4
59,50.7,162.2,19.27,female,endurance,intermediate,Running + Cycling,45,243.8,4
17,77.9,179.9,24.07,female,weight_loss,intermediate,Cardio + HIIT,60,497.8,4
28,117.4,169.3,40.96,male,endurance,intermediate,Running + Cycling,40,592.9,4
55,79.3,192.7,21.36,male,endurance,intermediate,Running + Cycling,58,503.1,4
17,51.6,197.6,13.22,female,muscle_gain,intermediate,Strength Training,46,210.7,5
35,91.1,194.2,24.16,female,endurance,beginner,Running + Cycling,42,466.3,4
16,118.2,163.5,44.22,male,endurance,beginner,Running + Cycling,27,426.8,3
52,95.2,159.7,37.33,male,general_fitness,intermediate,Mixed Training,59,458.2,4
24,64.2,173.7,21.28,female,weight_loss,beginner,Cardio + HIIT,35,231.4,3
32,77.7,150.4,34.35,male,weight_loss,beginner,Cardio + HIIT,29,223.1,3
24,83.3,151.3,36.39,female,weight_loss,beginner,Cardio + HIIT,43,368.9,4
26,94.2,177.7,29.83,female,endurance,intermediate,Running + Cycling,60,720.6,5
30,109.5,176.0,35.35,male,endurance,beginner,Running + Cycling,26,355.9,4
39,53.4,199.7,13.39,male,general_fitness,advanced,Mixed Training,58,271.1,6
53,120.6,160.1,47.05,male,endurance,intermediate,Running + Cycling,49,653.7,5
50,46.0,162.9,17.33,female,muscle_gain,intermediate,Strength Training,41,141.4,5
45,76.5,155.7,31.56,male,general_fitness,intermediate,Mixed Training,47,304.9,5
46,47.3,195.9,12.33,male,weight_loss,beginner,Cardio + HIIT,25,108.8,3
64,78.4,188.9,21.97,female,flexibility,intermediate,Yoga + Stretching,45,146.4,5
20,89.7,191.1,24.56,male,muscle_gain,advanced,Strength Training,65,510.2,5
59,88.5,195.1,23.25,male,endurance,advanced,Running + Cycling,64,605.3,5
29,59.1,176.2,19.04,female,endurance,advanced,Running + Cycling,67,497.4,5
26,99.9,172.6,33.53,male,endurance,intermediate,Running + Cycling,40,509.5,5
24,48.8,166.5,17.6,female,weight_loss,beginner,Cardio + HIIT,26,130.7,4
49,109.8,179.5,34.08,female,muscle_gain,beginner,Strength Training,27,223.6,4
27,125.5,172.7,42.08,male,endurance,intermediate,Running + Cycling,48,764.3,5
50,73.9,172.6,24.81,male,flexibility,beginner,Yoga + Stretching,29,96.4,3
50,89.0,196.8,22.98,male,muscle_gain,beginner,Strength Training,34,227.0,4
16,77.2,199.2,19.46,female,general_fitness,advanced,Mixed Training,64,484.6,5
55,45.6,189.8,12.66,male,muscle_gain,beginner,Strength Training,36,119.7,4
37,77.8,187.8,22.06,female,muscle_gain,beginner,Strength Training,42,262.8,4
44,112.3,184.0,33.17,female,flexibility,advanced,Yoga + Stretching,75,391.6,5
23,95.7,158.3,38.19,male,endurance,advanced,Running + Cycling,75,800.0,5
26,53.6,153.0,22.9,female,general_fitness,beginner,Mixed Training,25,125.3,3
56,117.0,184.5,34.37,male,endurance,advanced,Running + Cycling,57,725.3,6
52,90.1,186.4,25.93,female,muscle_gain,advanced,Strength Training,59,394.3,6
29,116.5,152.3,50.23,female,weight_loss,intermediate,Cardio + HIIT,56,655.7,4
45,94.3,196.4,24.45,male,muscle_gain,beginner,Strength Training,32,232.6,4
50,92.6,154.6,38.74,male,weight_loss,beginner,Cardio + HIIT,41,341.7,3
36,53.9,164.3,19.97,female,endurance,intermediate,Running + Cycling,48,313.7,5
52,59.2,183.6,17.56,female,weight_loss,beginner,Cardio + HIIT,30,158.1,3
20,127.6,158.5,50.79,female,weight_loss,advanced,Cardio + HIIT,71,800.0,5
34,64.4,152.8,27.58,male,weight_loss,advanced,Cardio + HIIT,62,391.3,6
29,128.1,166.6,46.15,male,weight_loss,advanced,Cardio + HIIT,75,800.0,5
41,90.2,188.3,25.44,male,muscle_gain,advanced,Strength Training,61,433.3,6
19,56.5,170.7,19.39,female,general_fitness,advanced,Mixed Training,61,333.3,6
40,53.4,182.6,16.02,male,flexibility,beginner,Yoga + Stretching,39,98.9,3
60,62.8,179.0,19.6,male,endurance,beginner,Running + Cycling,31,206.8,3
57,123.7,151.1,54.18,female,flexibility,intermediate,Yoga + Stretching,47,251.5,5
40,80.2,199.4,20.17,male,weight_loss,beginner,Cardio + HIIT,33,251.4,4
33,78.6,152.1,33.98,male,general_fitness,intermediate,Mixed Training,54,383.2,4
55,71.6,198.4,18.19,male,weight_loss,intermediate,Cardio + HIIT,41,256.9,4
23,57.5,177.5,18.25,female,muscle_gain,advanced,Strength Training,61,302.5,5
54,86.5,198.2,22.02,male,endurance,intermediate,Running + Cycling,54,513.8,5
55,56.1,155.7,23.14,male,weight_loss,advanced,Cardio + HIIT,72,353.4,6
29,116.0,174.5,38.09,male,endurance,beginner,Running + Cycling,42,612.0,4
47,76.5,158.5,30.45,female,muscle_gain,intermediate,Strength Training,49,285.8,4
53,76.9,152.5,33.07,female,flexibility,beginner,Yoga + Stretching,42,142.9,3
48,85.3,180.9,26.07,male,muscle_gain,advanced,Strength Training,55,355.8,6
38,82.8,160.4,32.18,male,weight_loss,beginner,Cardio + HIIT,31,246.4,4
30,129.6,179.4,40.27,female,endurance,intermediate,Running + Cycling,42,680.4,4
48,91.4,155.6,37.75,female,weight_loss,beginner,Cardio + HIIT,38,316.1,4
40,52.5,166.6,18.92,female,muscle_gain,beginner,Strength Training,36,149.6,3
32,96.6,189.1,27.01,female,weight_loss,intermediate,Cardio + HIIT,53,506.9,4
48,57.9,171.9,19.59,female,endurance,intermediate,Running + Cycling,43,283.2,4
62,47.6,181.4,14.47,female,endurance,beginner,Running + Cycling,37,184.9,4
17,127.5,182.4,38.32,male,muscle_gain,beginner,Strength Training,40,452.6,4
29,110.8,192.2,29.99,male,general_fitness,intermediate,Mixed Training,55,561.4,4
55,128.3,166.2,46.45,male,general_fitness,intermediate,Mixed Training,44,452.8,4
55,85.6,184.4,25.17,female,endurance,beginner,Running + Cycling,44,411.9,4
54,90.2,198.1,22.98,female,endurance,intermediate,Running + Cycling,45,446.5,4
21,59.3,186.5,17.05,female,weight_loss,beginner,Cardio + HIIT,30,185.9,4
21,66.0,174.5,21.67,male,endurance,intermediate,Running + Cycling,57,491.4,5
18,116.3,181.5,35.3,male,weight_loss,beginner,Cardio + HIIT,30,369.8,4
22,75.3,187.0,21.53,male,weight_loss,intermediate,Cardio + HIIT,46,360.2,4
23,115.3,180.6,35.35,male,general_fitness,beginner,Mixed Training,40,437.6,3
57,105.3,150.8,46.3,female,endurance,advanced,Running + Cycling,63,717.3,5
30,60.1,159.7,23.56,female,muscle_gain,beginner,Strength Training,37,185.3,3
62,88.1,190.5,24.28,male,weight_loss,beginner,Cardio + HIIT,36,266.4,4
44,102.6,163.6,38.33,male,endurance,beginner,Running + Cycling,43,512.9,3
48,65.0,186.6,18.67,female,weight_loss,advanced,Cardio + HIIT,55,325.3,6
45,115.6,168.6,40.67,male,weight_loss,intermediate,Cardio + HIIT,47,502.6,4
54,91.3,176.1,29.44,female,weight_loss,intermediate,Cardio + HIIT,43,345.5,4
42,59.0,153.4,25.07,male,muscle_gain,advanced,Strength Training,75,346.6,5
51,94.6,159.1,37.37,male,endurance,advanced,Running + Cycling,73,772.6,5
44,130.0,197.9,33.19,male,weight_loss,intermediate,Cardio + HIIT,60,725.4,4
53,57.8,194.5,15.28,male,endurance,beginner,Running + Cycling,29,185.4,4
48,114.4,182.6,34.31,female,weight_loss,advanced,Cardio + HIIT,71,739.1,5
52,62.6,173.0,20.92,male,endurance,beginner,Running + Cycling,27,188.0,3
42,111.5,183.8,33.01,male,general_fitness,intermediate,Mixed Training,58,557.2,4
48,107.4,180.9,32.82,male,endurance,intermediate,Running + Cycling,40,488.7,4
19,70.5,178.4,22.15,male,general_fitness,advanced,Mixed Training,55,375.0,5
37,72.7,153.0,31.06,male,general_fitness,intermediate,Mixed Training,59,379.4,5
17,112.4,181.6,34.08,male,muscle_gain,intermediate,Strength Training,48,478.8,4
25,84.2,188.4,23.72,female,endurance,advanced,Running + Cycling,59,636.5,6
20,107.1,199.7,26.86,female,general_fitness,beginner,Mixed Training,31,319.6,3
25,57.6,150.6,25.4,male,muscle_gain,beginner,Strength Training,30,147.6,4
48,117.5,186.5,33.78,male,weight_loss,intermediate,Cardio + HIIT,56,598.8,4
53,105.4,178.6,33.04,male,general_fitness,advanced,Mixed Training,71,607.1,5
28,122.1,171.7,41.42,male,endurance,beginner,Running + Cycling,37,570.4,4
46,56.3,156.4,23.02,female,weight_loss,beginner,Cardio + HIIT,36,186.5,3
62,95.4,170.5,32.82,female,muscle_gain,beginner,Strength Training,28,187.0,4
51,95.9,167.7,34.1,female,flexibility,beginner,Yoga + Stretching,32,137.3,3
60,75.0,165.1,27.51,male,muscle_gain,advanced,Strength Training,59,313.4,6
39,84.0,186.5,24.15,male,endurance,intermediate,Running + Cycling,44,441.2,5
30,48.2,185.0,14.08,female,flexibility,intermediate,Yoga + Stretching,52,125.3,5
44,108.4,179.5,33.64,male,endurance,intermediate,Running + Cycling,50,630.1,4
23,91.7,196.9,23.65,male,muscle_gain,advanced,Strength Training,62,490.4,6
20,49.9,167.5,17.79,female,endurance,beginner,Running + Cycling,32,209.6,3
44,102.9,162.2,39.11,female,endurance,beginner,Running + Cycling,25,299.1,4
62,84.7,182.8,25.35,female,endurance,intermediate,Running + Cycling,52,462.5,5
19,47.9,159.9,18.73,male,muscle_gain,beginner,Strength Training,29,122.1,4
27,127.4,165.8,46.34,male,muscle_gain,intermediate,Strength Training,60,646.6,4
60,125.7,161.2,48.37,male,general_fitness,beginner,Mixed Training,32,313.4,3
17,88.6,153.5,37.6,female,weight_loss,beginner,Cardio + HIIT,41,386.9,3
42,53.0,191.4,14.47,male,weight_loss,beginner,Cardio + HIIT,37,184.3,4
46,109.1,162.7,41.21,female,muscle_gain,advanced,Strength Training,63,527.0,5
51,86.8,173.7,28.77,female,flexibility,beginner,Yoga + Stretching,26,101.0,3
51,70.7,152.2,30.52,male,weight_loss,advanced,Cardio + HIIT,73,461.9,6
41,86.8,185.0,25.36,male,weight_loss,beginner,Cardio + HIIT,44,360.9,4
58,89.4,166.5,32.25,male,weight_loss,advanced,Cardio + HIIT,71,545.9,5
42,92.8,187.2,26.48,female,endurance,advanced,Running + Cycling,61,665.1,5
20,82.5,170.6,28.35,female,weight_loss,advanced,Cardio + HIIT,57,493.8,5
35,96.5,159.8,37.79,female,muscle_gain,advanced,Strength Training,73,572.4,6
26,123.1,175.7,39.88,male,muscle_gain,beginner,Strength Training,43,449.9,4
25,75.8,156.5,30.95,male,general_fitness,beginner,Mixed Training,33,235.0,4
55,106.7,172.0,36.07,female,muscle_gain,intermediate,Strength Training,49,381.2,5
53,121.0,165.9,43.96,male,weight_loss,beginner,Cardio + HIIT,38,406.9,4
21,83.8,195.6,21.9,female,muscle_gain,beginner,Strength Training,42,306.5,3
23,82.7,153.0,35.33,female,general_fitness,advanced,Mixed Training,69,541.4,5
38,96.2,184.7,28.2,male,endurance,intermediate,Running + Cycling,40,461.8,4
62,95.3,159.1,37.65,male,general_fitness,intermediate,Mixed Training,45,330.2,5
41,113.6,166.0,41.23,male,flexibility,advanced,Yoga + Stretching,69,370.4,6
61,85.5,170.8,29.31,male,weight_loss,intermediate,Cardio + HIIT,45,325.1,4
58,129.7,195.4,33.97,female,endurance,intermediate,Running + Cycling,57,794.7,4
27,50.1,162.1,19.07,female,weight_loss,advanced,Cardio + HIIT,55,279.7,5
41,45.3,154.6,18.95,female,endurance,beginner,Running + Cycling,27,144.5,4
28,99.4,165.9,36.12,female,weight_loss,beginner,Cardio + HIIT,41,411.6,4
55,70.4,155.2,29.23,male,muscle_gain,advanced,Strength Training,70,359.3,6
33,65.4,156.4,26.74,male,general_fitness,advanced,Mixed Training,62,366.1,6
40,71.5,178.7,22.39,female,weight_loss,advanced,Cardio + HIIT,71,482.3,6
48,66.8,153.0,28.54,male,general_fitness,intermediate,Mixed Training,47,261.9,4
62,47.6,151.5,20.74,female,weight_loss,advanced,Cardio + HIIT,71,283.9,5
55,127.6,185.7,37.0,female,weight_loss,beginner,Cardio + HIIT,33,368.4,4
58,63.8,168.1,22.58,male,general_fitness,beginner,Mixed Training,36,181.1,4
27,107.4,156.3,43.96,male,endurance,intermediate,Running + Cycling,58,790.3,4
59,109.8,162.7,41.48,female,endurance,intermediate,Running + Cycling,43,504.6,5
51,124.0,182.1,37.39,female,weight_loss,beginner,Cardio + HIIT,45,499.4,4
63,47.6,163.8,17.74,male,muscle_gain,beginner,Strength Training,35,115.9,3
19,119.1,174.7,39.02,female,endurance,beginner,Running + Cycling,28,439.8,4
20,89.8,156.1,36.85,female,endurance,intermediate,Running + Cycling,53,624.7,5
52,98.8,179.4,30.7,female,muscle_gain,advanced,Strength Training,68,498.3,5
23,99.8,165.8,36.3,male,general_fitness,intermediate,Mixed Training,45,426.1,5
57,114.7,181.3,34.9,male,endurance,beginner,Running + Cycling,41,508.5,4
64,73.3,190.4,20.22,female,general_fitness,intermediate,Mixed Training,41,228.7,4
43,107.3,180.6,32.9,female,endurance,intermediate,Running + Cycling,47,589.4,4
46,89.9,164.8,33.1,male,endurance,intermediate,Running + Cycling,43,444.6,5
24,112.4,162.8,42.41,female,weight_loss,beginner,Cardio + HIIT,34,393.6,3
44,129.2,166.4,46.66,female,muscle_gain,intermediate,Strength Training,46,460.6,4
29,62.1,158.2,24.81,male,general_fitness,advanced,Mixed Training,58,331.8,6
55,129.5,159.1,51.16,female,weight_loss,beginner,Cardio + HIIT,40,453.2,3
56,52.6,189.5,14.65,female,weight_loss,beginner,Cardio + HIIT,38,173.9,4
37,45.2,169.2,15.79,male,muscle_gain,intermediate,Strength Training,55,199.9,4
26,48.8,171.8,16.53,male,weight_loss,intermediate,Cardio + HIIT,48,238.9,4
38,74.1,179.7,22.95,female,general_fitness,beginner,Mixed Training,28,182.6,4
16,98.8,179.5,30.66,male,general_fitness,beginner,Mixed Training,30,290.7,4
61,50.9,153.4,21.63,male,muscle_gain,beginner,Strength Training,25,89.6,4
52,45.5,191.6,12.39,female,weight_loss,advanced,Cardio + HIIT,61,247.0,5
36,124.7,158.9,49.39,female,endurance,intermediate,Running + Cycling,40,604.8,5
41,114.9,186.2,33.14,female,endurance,intermediate,Running + Cycling,58,787.2,5
61,113.8,188.6,31.99,female,general_fitness,advanced,Mixed Training,62,546.5,5
51,120.2,185.7,34.86,male,endurance,beginner,Running + Cycling,27,363.1,3
38,104.5,178.9,32.65,male,muscle_gain,advanced,Strength Training,55,459.8,5
16,53.9,150.7,23.73,male,muscle_gain,intermediate,Strength Training,40,192.2,5
55,78.9,168.0,27.95,male,general_fitness,beginner,Mixed Training,31,196.2,3
30,106.5,180.2,32.8,female,endurance,advanced,Running + Cycling,75,800.0,5
36,68.8,169.4,23.98,female,endurance,advanced,Running + Cycling,67,558.9,6
62,103.4,193.2,27.7,male,weight_loss,advanced,Cardio + HIIT,55,477.7,5
24,47.1,165.4,17.22,male,endurance,beginner,Running + Cycling,40,242.6,3
24,71.0,164.7,26.17,male,flexibility,advanced,Yoga + Stretching,68,248.6,6
25,91.7,163.3,34.39,male,muscle_gain,advanced,Strength Training,58,454.3,5
41,98.7,166.6,35.56,male,muscle_gain,beginner,Strength Training,36,279.8,4
56,94.0,177.9,29.7,male,weight_loss,beginner,Cardio + HIIT,36,294.4,4
50,104.3,185.4,30.34,female,weight_loss,beginner,Cardio + HIIT,41,384.9,4
40,45.5,183.1,13.57,male,weight_loss,advanced,Cardio + HIIT,75,324.2,6
41,53.6,190.4,14.79,male,weight_loss,intermediate,Cardio + HIIT,54,273.5,5
26,118.9,194.3,31.49,female,endurance,beginner,Running + Cycling,34,515.4,3
53,102.9,190.8,28.27,male,weight_loss,beginner,Cardio + HIIT,27,245.9,4
17,54.6,150.9,23.98,female,weight_loss,beginner,Cardio + HIIT,44,255.9,4
22,116.6,186.8,33.42,male,general_fitness,intermediate,Mixed Training,59,655.8,5
33,65.6,160.4,25.5,male,endurance,intermediate,Running + Cycling,51,411.9,5
42,85.7,156.6,34.95,male,endurance,advanced,Running + Cycling,55,553.8,5
49,57.3,181.9,17.32,female,muscle_gain,intermediate,Strength Training,40,172.9,4
42,105.4,166.0,38.25,male,endurance,advanced,Running + Cycling,64,792.6,5
32,101.7,152.9,43.5,female,weight_loss,beginner,Cardio + HIIT,42,422.9,4
58,62.9,156.9,25.55,male,flexibility,beginner,Yoga + Stretching,39,105.5,3
59,118.4,150.0,52.62,male,weight_loss,intermediate,Cardio + HIIT,41,415.1,4
39,79.1,195.2,20.76,male,endurance,beginner,Running + Cycling,41,387.1,4
40,69.9,151.2,30.58,male,muscle_gain,beginner,Strength Training,32,177.1,4
22,57.9,160.5,22.48,male,endurance,advanced,Running + Cycling,63,474.2,5
21,67.6,170.8,23.17,male,muscle_gain,intermediate,Strength Training,60,353.2,4
39,46.9,167.8,16.66,male,muscle_gain,beginner,Strength Training,44,164.2,3
48,94.6,195.6,24.73,male,weight_loss,beginner,Cardio + HIIT,35,301.3,3
64,116.6,152.0,50.47,male,endurance,beginner,Running + Cycling,30,362.9,4
44,91.7,175.6,29.74,male,general_fitness,advanced,Mixed Training,68,531.6,6
58,63.6,184.0,18.79,male,flexibility,beginner,Yoga + Stretching,25,80.0,4
37,47.9,196.6,12.39,female,weight_loss,beginner,Cardio + HIIT,31,143.3,4
41,63.2,181.0,19.29,female,muscle_gain,intermediate,Strength Training,48,238.9,5
43,80.4,190.2,22.22,male,general_fitness,beginner,Mixed Training,35,241.2,3
36,109.6,154.2,46.09,male,muscle_gain,beginner,Strength Training,40,354.4,4
64,61.0,169.3,21.28,male,endurance,beginner,Running + Cycling,43,272.1,4
22,106.2,168.7,37.32,female,general_fitness,beginner,Mixed Training,26,263.2,3
32,118.7,194.3,31.44,male,general_fitness,beginner,Mixed Training,39,420.1,4
35,83.6,157.6,33.66,female,muscle_gain,beginner,Strength Training,27,183.4,3
56,114.8,157.6,46.22,male,muscle_gain,advanced,Strength Training,58,482.7,6
64,92.1,166.4,33.26,male,muscle_gain,beginner,Strength Training,44,280.3,4
35,99.2,152.7,42.54,male,endurance,advanced,Running + Cycling,61,737.5,6
37,89.7,159.1,35.44,male,weight_loss,advanced,Cardio + HIIT,66,571.3,5
43,84.4,198.3,21.46,female,weight_loss,intermediate,Cardio + HIIT,43,339.3,5
55,64.9,171.4,22.09,male,muscle_gain,beginner,Strength Training,34,160.9,3
64,70.8,181.6,21.47,female,weight_loss,beginner,Cardio + HIIT,30,176.3,4
22,69.6,186.3,20.05,female,endurance,intermediate,Running + Cycling,53,479.5,5
16,92.9,168.3,32.8,female,endurance,intermediate,Running + Cycling,42,521.9,4
47,55.2,157.4,22.28,male,muscle_gain,intermediate,Strength Training,56,235.7,4
28,122.9,160.3,47.83,male,muscle_gain,beginner,Strength Training,35,362.0,4
45,106.3,165.7,38.72,male,general_fitness,advanced,Mixed Training,64,576.9,5
38,79.1,181.8,23.93,male,weight_loss,beginner,Cardio + HIIT,45,341.7,4
34,58.5,169.9,20.27,female,flexibility,beginner,Yoga + Stretching,34,97.5,4
47,120.0,150.3,53.12,male,general_fitness,intermediate,Mixed Training,49,493.2,4
45,115.0,176.2,37.04,female,muscle_gain,beginner,Strength Training,27,239.3,3
44,106.3,196.1,27.64,male,endurance,intermediate,Running + Cycling,54,667.3,4
64,68.1,190.6,18.75,female,general_fitness,advanced,Mixed Training,71,367.9,6
60,79.2,191.3,21.64,male,weight_loss,advanced,Cardio + HIIT,72,484.7,5
44,53.7,189.8,14.91,male,muscle_gain,advanced,Strength Training,73,303.8,6
45,61.1,166.2,22.12,female,muscle_gain,intermediate,Strength Training,58,273.2,4
31,111.6,188.3,31.47,male,weight_loss,intermediate,Cardio + HIIT,51,566.3,4
55,105.8,157.2,42.81,female,flexibility,beginner,Yoga + Stretching,29,134.2,3
34,95.4,182.9,28.52,male,general_fitness,intermediate,Mixed Training,55,471.4,4
33,121.1,182.1,36.52,male,flexibility,beginner,Yoga + Stretching,39,232.6,3
16,94.6,151.3,41.33,female,weight_loss,beginner,Cardio + HIIT,39,394.8,4
29,84.7,189.4,23.61,female,weight_loss,beginner,Cardio + HIIT,30,255.4,3
62,73.9,195.2,19.39,male,endurance,intermediate,Running + Cycling,51,395.7,4
17,124.9,163.4,46.78,female,weight_loss,intermediate,Cardio + HIIT,41,545.4,5
43,52.0,190.6,14.31,female,endurance,advanced,Running + Cycling,74,449.7,6
64,124.1,154.1,52.26,female,muscle_gain,beginner,Strength Training,33,283.3,4
45,115.3,180.0,35.59,male,endurance,advanced,Running + Cycling,58,773.2,6
53,56.0,174.3,18.43,male,endurance,advanced,Running + Cycling,59,365.5,5
19,93.0,177.3,29.58,female,muscle_gain,intermediate,Strength Training,60,490.6,4
16,118.7,196.3,30.8,female,weight_loss,intermediate,Cardio + HIIT,47,596.9,5
23,93.6,193.6,24.97,male,muscle_gain,beginner,Strength Training,34,274.5,3
44,122.1,189.3,34.07,male,muscle_gain,advanced,Strength Training,61,577.2,6
54,125.2,163.7,46.72,male,endurance,intermediate,Running + Cycling,53,729.9,5
18,80.9,195.6,21.15,female,flexibility,advanced,Yoga + Stretching,59,253.0,5
47,77.1,154.9,32.13,male,flexibility,intermediate,Yoga + Stretching,55,194.0,4
25,124.6,192.7,33.55,male,general_fitness,advanced,Mixed Training,69,800.0,6
25,102.4,166.4,36.98,male,weight_loss,advanced,Cardio + HIIT,59,619.3,5
34,54.9,152.7,23.54,female,weight_loss,beginner,Cardio + HIIT,27,145.3,4
61,48.6,183.5,14.43,male,muscle_gain,beginner,Strength Training,34,116.4,4
49,93.0,161.6,35.61,male,endurance,intermediate,Running + Cycling,44,462.9,5
48,124.1,162.2,47.17,female,muscle_gain,intermediate,Strength Training,54,508.2,5
38,116.8,165.3,42.75,female,flexibility,beginner,Yoga + Stretching,42,235.5,3
43,102.4,153.2,43.63,male,muscle_gain,advanced,Strength Training,62,494.7,6
47,56.8,158.9,22.5,male,general_fitness,intermediate,Mixed Training,60,285.8,5
22,66.6,150.3,29.48,female,general_fitness,advanced,Mixed Training,56,355.6,6
44,119.4,172.3,40.22,female,weight_loss,advanced,Cardio + HIIT,62,688.5,5
23,60.5,154.2,25.44,female,muscle_gain,intermediate,Strength Training,47,245.3,5
16,68.7,184.1,20.27,female,endurance,advanced,Running + Cycling,58,532.9,6
18,56.0,161.8,21.39,female,weight_loss,intermediate,Cardio + HIIT,58,344.3,4
39,102.5,197.2,26.36,female,muscle_gain,advanced,Strength Training,72,587.3,6
