age,weight_kg,height_cm,bmi,gender,goal,experience,workout_type,duration_min,calories_burned,weekly_frequency,bmi_category,age_group,fitness_score
62,91.9,175.2,29.94,male,flexibility,intermediate,Yoga + Stretching,42,162.1,5,Overweight,Senior,103.2
27,113.4,193.9,30.16,male,general_fitness,beginner,Mixed Training,31,327.1,3,Obese,Adult,81.2
31,48.9,197.6,12.52,male,flexibility,advanced,Yoga + Stretching,60,146.0,6,Underweight,Adult,143.6
39,113.7,187.7,32.27,female,endurance,intermediate,Running + Cycling,40,542.9,5,Obese,Adult,119.0
34,60.1,172.3,20.24,female,weight_loss,beginner,Cardio + HIIT,43,253.3,3,Normal,Adult,79.8
23,88.7,179.6,27.5,male,weight_loss,intermediate,Cardio + HIIT,46,422.3,5,Overweight,Young,122.0
46,113.7,185.0,33.22,male,muscle_gain,beginner,Strength Training,28,244.1,3,Obese,Middle-aged,71.4
36,66.6,159.7,26.11,male,weight_loss,intermediate,Cardio + HIIT,51,329.5,4,Overweight,Adult,124.4
32,65.9,172.4,22.17,male,general_fitness,advanced,Mixed Training,74,442.6,5,Normal,Adult,166.0
38,79.2,191.5,21.6,female,weight_loss,intermediate,Cardio + HIIT,57,433.4,4,Normal,Adult,127.5
52,121.0,182.7,36.25,male,general_fitness,beginner,Mixed Training,33,325.8,3,Obese,Middle-aged,82.1
31,45.0,170.6,15.46,male,muscle_gain,intermediate,Strength Training,58,216.4,4,Underweight,Adult,116.6
21,121.6,183.2,36.23,female,muscle_gain,beginner,Strength Training,28,296.5,3,Obese,Young,76.6
23,58.1,155.9,23.9,male,general_fitness,advanced,Mixed Training,55,303.2,5,Normal,Young,156.8
40,129.2,170.1,44.65,female,muscle_gain,intermediate,Strength Training,48,491.0,4,Obese,Middle-aged,123.0
33,126.2,189.7,35.07,male,muscle_gain,beginner,Strength Training,39,404.0,4,Obese,Adult,85.5
40,87.0,161.0,33.56,female,weight_loss,beginner,Cardio + HIIT,32,264.5,4,Obese,Middle-aged,75.4
27,88.6,159.3,34.91,male,endurance,advanced,Running + Cycling,69,775.6,5,Obese,Adult,166.0
30,85.9,197.5,22.02,female,weight_loss,advanced,Cardio + HIIT,69,592.7,5,Normal,Adult,166.0
41,99.0,160.5,38.43,male,endurance,beginner,Running + Cycling,42,491.2,3,Obese,Middle-aged,87.0
56,52.7,163.0,19.84,male,endurance,beginner,Running + Cycling,31,177.7,4,Normal,Senior,66.3
60,47.8,198.5,12.13,female,endurance,intermediate,Running + Cycling,57,289.5,5,Underweight,Senior,123.4
41,49.9,186.7,14.32,male,endurance,beginner,Running + Cycling,40,235.8,3,Underweight,Middle-aged,76.6
62,82.8,185.0,24.19,female,muscle_gain,beginner,Strength Training,26,150.7,3,Normal,Senior,61.1
47,68.4,192.6,18.44,male,muscle_gain,beginner,Strength Training,28,146.0,3,Underweight,Middle-aged,61.6
25,97.9,155.8,40.33,male,flexibility,beginner,Yoga + Stretching,44,220.8,4,Obese,Adult,77.1
31,129.4,185.3,37.69,female,muscle_gain,intermediate,Strength Training,55,590.1,4,Obese,Adult,126.5
22,77.8,175.2,25.35,female,muscle_gain,advanced,Strength Training,57,384.3,6,Overweight,Young,160.5
32,93.8,191.5,25.58,female,muscle_gain,intermediate,Strength Training,41,317.3,5,Overweight,Adult,118.2
38,80.3,175.4,26.1,female,general_fitness,beginner,Mixed Training,27,190.8,3,Overweight,Adult,65.6
41,117.0,181.0,35.71,male,muscle_gain,intermediate,Strength Training,44,405.4,5,Obese,Middle-aged,121.0
36,121.7,173.9,40.24,female,muscle_gain,intermediate,Strength Training,41,403.3,4,Obese,Adult,119.5
37,119.6,173.9,39.55,male,endurance,beginner,Running + Cycling,43,620.4,4,Obese,Adult,87.5
22,127.8,188.4,36.01,male,endurance,advanced,Running + Cycling,74,800.0,6,Obese,Young,166.0
29,47.3,181.4,14.37,male,weight_loss,intermediate,Cardio + HIIT,41,194.9,4,Underweight,Adult,106.0
30,116.4,181.7,35.26,male,muscle_gain,advanced,Strength Training,56,543.2,5,Obese,Adult,160.0
22,108.9,172.5,36.6,female,endurance,intermediate,Running + Cycling,59,800.0,5,Obese,Young,128.5
24,64.4,176.6,20.65,male,general_fitness,intermediate,Mixed Training,57,346.6,5,Normal,Young,127.5
63,126.3,187.3,36.0,female,endurance,beginner,Running + Cycling,44,580.0,4,Obese,Senior,88.0
23,57.6,191.3,15.74,male,muscle_gain,intermediate,Strength Training,60,298.1,4,Underweight,Young,125.8
38,102.8,184.8,30.1,male,weight_loss,beginner,Cardio + HIIT,38,375.0,3,Obese,Adult,85.0
44,64.1,196.2,16.65,male,general_fitness,advanced,Mixed Training,69,377.1,5,Underweight,Middle-aged,166.0
33,81.7,191.0,22.4,female,flexibility,advanced,Yoga + Stretching,66,265.6,5,Normal,Adult,158.6
46,106.1,178.1,33.45,male,weight_loss,advanced,Cardio + HIIT,65,634.5,6,Obese,Middle-aged,164.5
45,92.9,183.6,27.56,female,weight_loss,intermediate,Cardio + HIIT,50,429.7,5,Overweight,Middle-aged,124.0
54,81.3,196.3,21.1,male,endurance,advanced,Running + Cycling,61,545.5,6,Normal,Middle-aged,162.5
50,72.7,181.0,22.19,male,muscle_gain,beginner,Strength Training,36,196.3,4,Normal,Middle-aged,70.6
33,116.4,191.2,31.84,female,muscle_gain,intermediate,Strength Training,55,525.5,5,Obese,Adult,126.5
57,57.2,184.4,16.82,female,weight_loss,intermediate,Cardio + HIIT,44,217.7,4,Underweight,Senior,109.8
54,81.6,177.6,25.87,male,weight_loss,intermediate,Cardio + HIIT,41,294.4,4,Overweight,Middle-aged,115.9
32,121.8,162.1,46.35,female,muscle_gain,intermediate,Strength Training,55,552.7,5,Obese,Adult,126.5
29,116.9,171.3,39.84,female,endurance,beginner,Running + Cycling,39,572.7,4,Obese,Adult,85.5
46,79.1,198.4,20.1,female,muscle_gain,beginner,Strength Training,35,212.3,4,Normal,Middle-aged,71.7
39,109.9,182.9,32.85,female,muscle_gain,advanced,Strength Training,60,524.8,6,Obese,Adult,162.0
50,115.0,178.2,36.21,female,weight_loss,intermediate,Cardio + HIIT,52,538.2,5,Obese,Middle-aged,125.0
59,120.6,196.6,31.2,male,muscle_gain,beginner,Strength Training,43,369.5,4,Obese,Senior,87.5
60,91.3,179.3,28.4,female,weight_loss,advanced,Cardio + HIIT,64,496.7,6,Overweight,Senior,164.0
49,62.4,176.3,20.08,male,muscle_gain,advanced,Strength Training,73,343.5,6,Normal,Middle-aged,166.0
18,66.7,188.0,18.87,female,endurance,beginner,Running + Cycling,29,256.3,3,Normal,Young,73.1
52,70.1,185.6,20.35,male,weight_loss,advanced,Cardio + HIIT,75,467.9,6,Normal,Middle-aged,166.0
58,95.5,159.7,37.44,male,weight_loss,advanced,Cardio + HIIT,61,501.0,6,Obese,Senior,162.5
55,47.8,173.6,15.86,female,weight_loss,advanced,Cardio + HIIT,65,271.9,5,Underweight,Senior,158.7
41,99.1,173.6,32.88,male,muscle_gain,advanced,Strength Training,68,530.7,5,Obese,Middle-aged,166.0
38,76.0,168.9,26.64,male,general_fitness,intermediate,Mixed Training,60,401.3,5,Overweight,Adult,129.0
59,70.1,175.9,22.66,female,weight_loss,beginner,Cardio + HIIT,40,239.7,3,Normal,Senior,77.0
54,119.8,170.7,41.11,female,general_fitness,beginner,Mixed Training,42,405.9,3,Obese,Middle-aged,87.0
30,84.1,160.0,32.85,female,weight_loss,beginner,Cardio + HIIT,45,378.4,4,Obese,Adult,88.5
64,53.1,170.6,18.24,male,flexibility,intermediate,Yoga + Stretching,43,94.8,4,Underweight,Senior,97.0
19,115.3,153.6,48.87,female,muscle_gain,beginner,Strength Training,25,253.4,4,Obese,Young,70.8
44,49.0,178.8,15.33,male,endurance,beginner,Running + Cycling,39,222.2,4,Underweight,Middle-aged,74.7
37,106.8,192.7,28.76,male,muscle_gain,beginner,Strength Training,38,326.4,4,Overweight,Adult,84.6
40,110.8,186.3,31.92,female,muscle_gain,beginner,Strength Training,43,377.2,3,Obese,Middle-aged,87.5
28,75.0,168.0,26.57,female,flexibility,advanced,Yoga + Stretching,59,223.5,5,Overweight,Adult,150.8
33,115.1,154.4,48.28,male,flexibility,beginner,Yoga + Stretching,28,158.7,4,Obese,Adult,62.9
48,88.8,160.1,34.64,male,muscle_gain,intermediate,Strength Training,52,350.2,5,Obese,Middle-aged,125.0
31,84.4,177.3,26.85,male,weight_loss,intermediate,Cardio + HIIT,57,478.7,4,Overweight,Adult,127.5
60,48.9,160.4,19.01,male,weight_loss,beginner,Cardio + HIIT,36,149.6,4,Normal,Senior,66.0
57,69.7,177.2,22.2,male,flexibility,advanced,Yoga + Stretching,75,226.1,5,Normal,Senior,155.6
59,124.1,161.6,47.52,female,muscle_gain,intermediate,Strength Training,54,477.5,4,Obese,Senior,126.0
17,78.3,192.4,21.15,female,muscle_gain,beginner,Strength Training,33,229.3,3,Normal,Young,72.4
50,91.5,169.9,31.7,female,endurance,beginner,Running + Cycling,28,288.2,3,Obese,Middle-aged,75.8
57,90.2,162.3,34.24,male,general_fitness,beginner,Mixed Training,29,207.4,3,Obese,Senior,68.2
49,95.2,190.6,26.21,female,endurance,beginner,Running + Cycling,33,355.4,3,Overweight,Middle-aged,82.5
45,50.2,167.1,17.98,male,flexibility,beginner,Yoga + Stretching,37,85.9,4,Underweight,Middle-aged,60.1
28,75.8,155.6,31.31,male,flexibility,intermediate,Yoga + Stretching,49,187.6,5,Obese,Adult,109.3
28,106.5,178.5,33.43,male,muscle_gain,advanced,Strength Training,70,627.5,5,Obese,Adult,166.0
33,62.0,179.1,19.33,female,weight_loss,intermediate,Cardio + HIIT,52,317.6,4,Normal,Adult,123.8
47,62.3,185.7,18.07,female,flexibility,beginner,Yoga + Stretching,28,80.0,4,Underweight,Middle-aged,55.0
47,45.9,162.0,17.49,male,muscle_gain,beginner,Strength Training,45,157.5,4,Underweight,Middle-aged,71.2
50,82.2,172.2,27.72,male,general_fitness,intermediate,Mixed Training,52,352.6,5,Overweight,Middle-aged,125.0
54,120.0,164.1,44.56,male,weight_loss,beginner,Cardio + HIIT,45,475.2,4,Obese,Middle-aged,88.5
61,49.4,154.0,20.83,female,weight_loss,beginner,Cardio + HIIT,32,133.6,4,Normal,Senior,62.4
44,61.2,193.8,16.29,male,general_fitness,advanced,Mixed Training,67,349.6,6,Underweight,Middle-aged,165.5
64,71.4,186.4,20.55,male,endurance,beginner,Running + Cycling,39,288.9,4,Normal,Senior,81.4
44,107.2,165.1,39.33,female,muscle_gain,advanced,Strength Training,74,614.8,6,Obese,Middle-aged,166.0
59,99.5,180.0,30.71,male,flexibility,beginner,Yoga + Stretching,44,187.2,3,Obese,Senior,73.7
31,80.4,160.1,31.37,male,endurance,advanced,Running + Cycling,67,670.0,6,Obese,Adult,165.5
59,109.5,194.5,28.95,male,muscle_gain,intermediate,Strength Training,44,343.3,4,Overweight,Senior,121.0
62,96.8,155.7,39.93,female,weight_loss,intermediate,Cardio + HIIT,45,365.9,5,Obese,Senior,121.5
25,121.2,150.2,53.72,male,flexibility,beginner,Yoga + Stretching,29,180.1,4,Obese,Adult,65.5
45,114.5,175.1,37.35,female,general_fitness,advanced,Mixed Training,67,650.5,6,Obese,Middle-aged,165.5
40,66.5,179.2,20.71,female,weight_loss,advanced,Cardio + HIIT,59,372.7,6,Normal,Middle-aged,161.5
54,68.1,178.9,21.28,male,general_fitness,intermediate,Mixed Training,52,285.7,5,Normal,Middle-aged,120.6
35,55.7,152.7,23.89,male,general_fitness,intermediate,Mixed Training,59,293.7,4,Normal,Adult,124.9
20,73.6,165.7,26.81,male,muscle_gain,intermediate,Strength Training,47,302.7,5,Overweight,Young,119.8
16,130.0,175.0,42.45,male,endurance,beginner,Running + Cycling,33,573.8,3,Obese,Young,82.5
45,79.5,160.8,30.75,female,muscle_gain,intermediate,Strength Training,60,367.7,4,Obese,Middle-aged,129.0
64,63.7,193.6,17.0,female,weight_loss,advanced,Cardio + HIIT,73,386.0,6,Underweight,Senior,166.0
18,109.8,154.4,46.06,male,endurance,beginner,Running + Cycling,44,640.1,3,Obese,Young,88.0
60,91.1,174.4,29.95,male,general_fitness,beginner,Mixed Training,39,276.8,4,Overweight,Senior,80.2
29,57.7,184.6,16.93,male,endurance,intermediate,Running + Cycling,49,355.2,5,Underweight,Adult,123.5
45,77.4,163.1,29.1,male,muscle_gain,intermediate,Strength Training,50,298.3,5,Overweight,Middle-aged,120.8
19,80.2,181.2,24.43,female,weight_loss,beginner,Cardio + HIIT,29,245.4,3,Normal,Young,72.0
33,109.1,191.5,29.75,male,weight_loss,beginner,Cardio + HIIT,33,354.6,4,Overweight,Adult,82.5
52,46.8,159.5,18.4,female,muscle_gain,beginner,Strength Training,35,121.5,3,Underweight,Middle-aged,62.6
40,67.9,195.9,17.69,male,weight_loss,advanced,Cardio + HIIT,73,470.9,6,Underweight,Middle-aged,166.0
63,89.0,177.7,28.18,female,endurance,beginner,Running + Cycling,26,241.5,4,Overweight,Senior,70.2
16,67.9,165.0,24.94,female,muscle_gain,intermediate,Strength Training,45,272.4,4,Normal,Young,115.7
61,98.4,171.5,33.46,male,flexibility,beginner,Yoga + Stretching,45,187.1,3,Obese,Senior,74.2
30,86.0,165.6,31.36,male,muscle_gain,advanced,Strength Training,55,394.2,5,Obese,Adult,159.5
24,75.7,186.3,21.81,male,endurance,advanced,Running + Cycling,57,555.5,5,Normal,Young,160.5
30,125.7,189.8,34.89,male,muscle_gain,beginner,Strength Training,27,282.8,3,Obese,Adult,74.8
64,98.7,191.6,26.89,female,weight_loss,beginner,Cardio + HIIT,38,311.3,3,Overweight,Senior,83.1
39,56.0,199.3,14.1,female,weight_loss,advanced,Cardio + HIIT,74,395.8,6,Underweight,Adult,166.0
19,92.6,189.6,25.76,female,weight_loss,beginner,Cardio + HIIT,29,283.3,3,Overweight,Young,75.8
27,111.4,180.1,34.34,female,general_fitness,beginner,Mixed Training,41,425.0,4,Obese,Adult,86.5
52,105.2,167.0,37.72,male,weight_loss,advanced,Cardio + HIIT,69,646.0,6,Obese,Middle-aged,166.0
52,59.6,177.2,18.98,female,endurance,advanced,Running + Cycling,60,397.8,6,Normal,Middle-aged,162.0
58,127.7,152.1,55.2,female,general_fitness,intermediate,Mixed Training,53,533.6,5,Obese,Senior,125.5
21,83.1,187.2,23.71,male,flexibility,beginner,Yoga + Stretching,38,165.0,4,Normal,Young,68.5
54,58.5,172.3,19.71,male,weight_loss,beginner,Cardio + HIIT,41,211.1,3,Normal,Middle-aged,74.6
61,60.3,151.0,26.45,male,general_fitness,beginner,Mixed Training,32,149.5,4,Overweight,Senior,64.0
39,53.3,153.1,22.74,male,weight_loss,advanced,Cardio + HIIT,62,315.6,6,Normal,Adult,161.6
26,113.3,169.4,39.48,male,muscle_gain,advanced,Strength Training,73,703.0,6,Obese,Adult,166.0
28,55.4,179.2,17.25,female,general_fitness,advanced,Mixed Training,63,323.1,5,Underweight,Adult,162.8
49,55.6,173.2,18.53,female,endurance,beginner,Running + Cycling,35,220.1,3,Normal,Middle-aged,72.5
40,117.3,181.0,35.8,male,muscle_gain,intermediate,Strength Training,52,482.9,4,Obese,Middle-aged,125.0
22,74.3,174.0,24.54,male,weight_loss,beginner,Cardio + HIIT,37,285.9,3,Normal,Young,80.1
19,47.6,183.1,14.2,female,muscle_gain,beginner,Strength Training,43,179.9,4,Underweight,Young,72.5
23,49.4,161.0,19.06,female,muscle_gain,advanced,Strength Training,75,319.6,5,Normal,Young,165.0
35,57.1,155.6,23.58,male,muscle_gain,beginner,Strength Training,43,199.5,4,Normal,Adult,74.4
44,63.1,179.8,19.52,female,general_fitness,intermediate,Mixed Training,44,236.7,4,Normal,Middle-aged,111.7
60,101.5,174.2,33.45,female,general_fitness,intermediate,Mixed Training,55,435.0,4,Obese,Senior,126.5
61,58.4,151.3,25.51,female,general_fitness,advanced,Mixed Training,63,285.0,5,Overweight,Senior,159.0
25,55.1,169.0,19.29,male,muscle_gain,advanced,Strength Training,74,348.3,5,Normal,Adult,166.0
58,110.0,155.3,45.61,male,endurance,advanced,Running + Cycling,57,674.0,6,Obese,Senior,160.5
49,102.0,176.6,32.71,female,general_fitness,intermediate,Mixed Training,58,490.8,4,Obese,Middle-aged,128.0
41,82.0,169.8,28.44,male,general_fitness,beginner,Mixed Training,29,206.0,4,Overweight,Middle-aged,68.1
56,91.7,180.7,28.08,female,muscle_gain,intermediate,Strength Training,47,312.5,5,Overweight,Senior,120.8
64,71.5,190.3,19.74,male,weight_loss,intermediate,Cardio + HIIT,53,314.5,5,Normal,Senior,124.0
18,86.0,165.0,31.59,male,weight_loss,intermediate,Cardio + HIIT,42,382.9,5,Obese,Young,120.0
21,88.1,198.1,22.45,male,endurance,intermediate,Running + Cycling,52,598.4,5,Normal,Young,125.0
20,77.9,176.8,24.92,male,endurance,beginner,Running + Cycling,35,357.9,4,Normal,Young,83.5
20,122.1,180.9,37.31,female,flexibility,beginner,Yoga + Stretching,32,205.1,4,Obese,Young,69.5
62,46.4,184.0,13.71,male,weight_loss,beginner,Cardio + HIIT,43,167.6,3,Underweight,Senior,71.3
38,111.5,183.3,33.19,female,weight_loss,intermediate,Cardio + HIIT,49,524.5,5,Obese,Adult,123.5
64,55.6,175.5,18.05,female,muscle_gain,intermediate,Strength Training,57,219.2,4,Underweight,Senior,116.4
24,112.8,171.4,38.4,male,muscle_gain,intermediate,Strength Training,57,551.9,4,Obese,Young,127.5
50,97.4,152.7,41.77,female,weight_loss,beginner,Cardio + HIIT,31,271.7,4,Obese,Middle-aged,75.7
35,116.7,151.1,51.11,male,endurance,beginner,Running + Cycling,40,568.9,4,Obese,Adult,86.0
64,53.3,167.9,18.91,female,muscle_gain,advanced,Strength Training,60,221.2,5,Normal,Senior,151.1
57,92.5,166.7,33.29,female,endurance,advanced,Running + Cycling,70,700.1,5,Obese,Senior,166.0
50,87.6,169.4,30.53,male,muscle_gain,intermediate,Strength Training,55,361.4,5,Obese,Middle-aged,126.5
33,105.0,156.9,42.65,male,muscle_gain,intermediate,Strength Training,40,344.8,5,Obese,Adult,119.0
32,90.4,186.9,25.88,female,muscle_gain,beginner,Strength Training,43,320.7,3,Overweight,Adult,86.6
39,91.0,192.8,24.48,female,general_fitness,intermediate,Mixed Training,42,334.6,4,Normal,Adult,120.0
18,81.5,196.9,21.02,male,weight_loss,advanced,Cardio + HIIT,60,518.3,6,Normal,Young,162.0
47,71.3,174.6,23.39,female,flexibility,intermediate,Yoga + Stretching,43,140.3,4,Normal,Middle-aged,101.5
50,86.0,185.0,25.13,male,muscle_gain,intermediate,Strength Training,43,277.4,4,Overweight,Middle-aged,115.2
53,55.1,192.8,14.82,female,general_fitness,intermediate,Mixed Training,43,192.2,5,Underweight,Middle-aged,106.7
28,126.7,170.9,43.38,male,flexibility,intermediate,Yoga + Stretching,49,313.5,4,Obese,Adult,121.8
62,105.7,165.5,38.59,female,muscle_gain,intermediate,Strength Training,48,355.2,5,Obese,Senior,123.0
40,126.0,196.8,32.53,male,endurance,intermediate,Running + Cycling,47,703.2,5,Obese,Middle-aged,122.5
24,64.3,175.8,20.81,female,weight_loss,intermediate,Cardio + HIIT,58,384.1,5,Normal,Young,128.0
19,119.7,174.9,39.13,female,general_fitness,beginner,Mixed Training,41,474.6,3,Obese,Young,86.5
29,113.7,158.9,45.03,female,muscle_gain,advanced,Strength Training,71,676.1,6,Obese,Adult,166.0
52,102.6,155.4,42.49,female,muscle_gain,advanced,Strength Training,55,418.5,5,Obese,Middle-aged,159.5
49,98.1,192.1,26.58,male,endurance,beginner,Running + Cycling,44,488.3,4,Overweight,Middle-aged,88.0
26,71.9,180.7,22.02,female,flexibility,intermediate,Yoga + Stretching,53,194.3,5,Normal,Adult,111.9
56,114.4,166.3,41.37,female,weight_loss,beginner,Cardio + HIIT,44,437.9,3,Obese,Senior,88.0
18,87.6,159.6,34.39,female,endurance,beginner,Running + Cycling,35,406.2,3,Obese,Young,83.5
43,51.0,177.8,16.13,male,muscle_gain,beginner,Strength Training,27,107.3,3,Underweight,Middle-aged,57.2
44,71.6,179.2,22.3,male,muscle_gain,intermediate,Strength Training,47,260.8,5,Normal,Middle-aged,115.6
24,124.5,160.3,48.45,male,endurance,advanced,Running + Cycling,64,800.0,5,Obese,Young,164.0
18,117.3,192.6,31.62,male,muscle_gain,intermediate,Strength Training,56,580.2,5,Obese,Young,127.0
40,128.5,154.2,54.04,male,muscle_gain,intermediate,Strength Training,47,478.1,4,Obese,Middle-aged,122.5
49,98.4,167.8,34.95,female,flexibility,intermediate,Yoga + Stretching,40,178.1,5,Obese,Middle-aged,103.8
27,66.0,184.0,19.49,female,weight_loss,beginner,Cardio + HIIT,44,294.8,4,Normal,Adult,84.5
57,58.8,163.7,21.94,female,endurance,beginner,Running + Cycling,45,286.1,4,Normal,Senior,84.1
24,60.9,191.4,16.62,male,weight_loss,advanced,Cardio + HIIT,61,382.6,6,Underweight,Young,162.5
30,46.7,187.0,13.35,male,weight_loss,advanced,Cardio + HIIT,63,294.2,5,Underweight,Adult,159.9
55,78.2,189.5,21.78,female,weight_loss,intermediate,Cardio + HIIT,51,349.0,4,Normal,Senior,124.5
40,61.3,156.0,25.19,male,endurance,intermediate,Running + Cycling,48,349.4,5,Overweight,Middle-aged,123.0
20,80.0,157.0,32.46,male,endurance,advanced,Running + Cycling,74,777.0,6,Obese,Young,166.0
26,124.5,164.3,46.12,female,weight_loss,beginner,Cardio + HIIT,27,342.9,3,Obese,Adult,79.5
49,81.6,175.9,26.37,male,weight_loss,advanced,Cardio + HIIT,58,428.3,5,Overweight,Middle-aged,161.0
39,119.6,187.4,34.06,male,general_fitness,intermediate,Mixed Training,49,513.0,4,Obese,Adult,123.5
30,96.5,191.8,26.23,female,weight_loss,intermediate,Cardio + HIIT,43,415.0,4,Overweight,Adult,120.5
53,66.0,185.2,19.24,male,general_fitness,beginner,Mixed Training,33,176.7,3,Normal,Middle-aged,67.2
23,75.2,196.4,19.5,female,weight_loss,intermediate,Cardio + HIIT,40,311.3,4,Normal,Young,117.1
20,52.1,186.9,14.91,male,endurance,advanced,Running + Cycling,59,403.4,6,Underweight,Young,161.5
63,73.3,165.3,26.83,female,muscle_gain,beginner,Strength Training,33,168.3,3,Overweight,Senior,66.3
41,102.6,163.3,38.47,male,general_fitness,intermediate,Mixed Training,44,391.1,4,Obese,Middle-aged,121.0
33,51.1,184.8,14.96,female,endurance,beginner,Running + Cycling,30,188.8,4,Underweight,Adult,66.9
21,62.5,159.6,24.54,male,muscle_gain,advanced,Strength Training,73,397.3,5,Normal,Young,166.0
52,77.4,154.6,32.38,female,weight_loss,intermediate,Cardio + HIIT,47,323.8,4,Obese,Middle-aged,121.9
63,128.5,176.6,41.2,male,endurance,advanced,Running + Cycling,64,800.0,5,Obese,Senior,164.0
28,111.7,191.1,30.59,male,endurance,beginner,Running + Cycling,35,493.6,4,Obese,Adult,83.5
43,107.3,155.1,44.6,female,weight_loss,beginner,Cardio + HIIT,37,371.2,3,Obese,Middle-aged,84.5
20,54.9,189.6,15.27,male,weight_loss,beginner,Cardio + HIIT,44,253.6,4,Underweight,Young,80.4
28,111.4,190.6,30.66,male,flexibility,beginner,Yoga + Stretching,28,157.5,3,Obese,Adult,62.8
32,111.7,174.1,36.85,male,weight_loss,beginner,Cardio + HIIT,35,387.0,4,Obese,Adult,83.5
55,96.1,152.9,41.11,male,endurance,intermediate,Running + Cycling,51,536.1,4,Obese,Senior,124.5
60,129.2,158.7,51.3,male,muscle_gain,beginner,Strength Training,29,265.4,3,Obese,Senior,74.0
47,72.6,185.4,21.12,male,general_fitness,intermediate,Mixed Training,49,298.4,4,Normal,Middle-aged,120.3
44,125.0,185.6,36.29,male,general_fitness,beginner,Mixed Training,31,330.3,4,Obese,Middle-aged,81.5
18,122.8,194.9,32.33,female,general_fitness,intermediate,Mixed Training,60,715.9,4,Obese,Young,129.0
55,46.0,179.1,14.34,male,weight_loss,intermediate,Cardio + HIIT,48,193.2,4,Underweight,Senior,109.3
49,83.3,156.2,34.14,male,general_fitness,intermediate,Mixed Training,48,331.7,5,Obese,Middle-aged,123.0
55,128.1,156.1,52.57,female,weight_loss,advanced,Cardio + HIIT,64,717.4,6,Obese,Senior,164.0
42,53.8,186.1,15.53,female,endurance,beginner,Running + Cycling,34,214.9,4,Underweight,Middle-aged,71.5
28,91.6,159.2,36.14,male,muscle_gain,intermediate,Strength Training,41,316.1,4,Obese,Adult,118.1
60,128.2,166.4,46.3,male,weight_loss,intermediate,Cardio + HIIT,43,468.6,5,Obese,Senior,120.5
48,92.2,174.4,30.31,female,general_fitness,intermediate,Mixed Training,47,361.5,4,Obese,Middle-aged,122.5
21,61.1,151.2,26.73,male,weight_loss,intermediate,Cardio + HIIT,53,338.4,5,Overweight,Young,125.5
39,94.5,162.4,35.83,male,endurance,intermediate,Running + Cycling,56,631.7,5,Obese,Adult,127.0
34,62.4,170.4,21.49,male,flexibility,intermediate,Yoga + Stretching,52,159.0,4,Normal,Adult,107.9
31,89.2,164.0,33.16,female,flexibility,intermediate,Yoga + Stretching,60,266.3,4,Obese,Adult,122.6
55,51.3,156.8,20.87,male,weight_loss,advanced,Cardio + HIIT,72,323.2,5,Normal,Senior,165.3
43,96.5,186.4,27.77,female,muscle_gain,advanced,Strength Training,72,541.4,5,Overweight,Middle-aged,166.0
48,88.9,190.7,24.45,female,flexibility,beginner,Yoga + Stretching,37,149.7,4,Normal,Middle-aged,66.5
63,107.9,162.9,40.66,male,muscle_gain,beginner,Strength Training,32,240.3,4,Obese,Senior,73.0
56,98.6,188.7,27.69,female,muscle_gain,advanced,Strength Training,66,471.8,6,Overweight,Senior,165.0
28,91.7,169.3,31.99,male,weight_loss,advanced,Cardio + HIIT,75,694.6,5,Obese,Adult,166.0
58,103.6,175.3,33.71,female,muscle_gain,beginner,Strength Training,25,185.6,3,Obese,Senior,64.1
60,57.2,192.8,15.39,male,general_fitness,beginner,Mixed Training,44,196.1,4,Underweight,Senior,74.6
40,95.6,187.5,27.19,male,muscle_gain,advanced,Strength Training,72,544.9,6,Overweight,Middle-aged,166.0
57,59.6,190.3,16.46,male,endurance,intermediate,Running + Cycling,42,270.7,4,Underweight,Senior,114.1
51,123.7,156.8,50.31,male,muscle_gain,beginner,Strength Training,36,332.1,4,Obese,Middle-aged,84.0
42,50.8,153.5,21.56,male,muscle_gain,intermediate,Strength Training,58,230.8,5,Normal,Middle-aged,118.1
53,81.6,194.7,21.53,male,weight_loss,advanced,Cardio + HIIT,67,483.8,6,Normal,Middle-aged,165.5
22,104.1,169.4,36.28,male,weight_loss,advanced,Cardio + HIIT,64,692.9,5,Obese,Young,164.0
20,83.9,164.4,31.04,female,muscle_gain,intermediate,Strength Training,54,396.4,5,Obese,Young,126.0
58,52.8,186.2,15.23,male,endurance,intermediate,Running + Cycling,59,334.9,4,Underweight,Senior,128.5
60,92.0,191.8,25.01,female,muscle_gain,beginner,Strength Training,26,169.4,4,Overweight,Senior,62.9
46,99.5,193.1,26.68,male,muscle_gain,advanced,Strength Training,73,556.9,5,Overweight,Middle-aged,166.0
38,104.8,165.8,38.12,male,muscle_gain,beginner,Strength Training,27,226.4,4,Obese,Adult,69.1
57,76.7,192.6,20.68,male,weight_loss,advanced,Cardio + HIIT,68,451.1,6,Normal,Senior,166.0
25,92.9,152.0,40.21,male,general_fitness,beginner,Mixed Training,31,270.6,4,Obese,Adult,75.6
47,83.3,152.5,35.82,female,muscle_gain,advanced,Strength Training,62,393.8,5,Obese,Middle-aged,163.0
58,102.1,181.2,31.1,male,weight_loss,beginner,Cardio + HIIT,35,307.3,4,Obese,Senior,81.2
45,94.6,153.2,40.31,female,weight_loss,intermediate,Cardio + HIIT,59,516.3,5,Obese,Middle-aged,128.5
